benchmark,metric,value,repetition
arc_distance,L3 Access,3321495296.0,7
arc_distance,LST,7315425928.0,7
arc_distance,L3 Misses,2769777472.0,8
arc_distance,L3 DRead + DWrite,289915712.0,8
arc_distance,L3 DMisses,2769777472.0,8
arc_distance,L3 Access,3324476096.0,8
arc_distance,LST,7318412468.0,8
arc_distance,L3 Misses,2752897792.0,9
arc_distance,L3 DRead + DWrite,284083584.0,9
arc_distance,L3 DMisses,2752897792.0,9
arc_distance,L3 Access,3324150016.0,9
arc_distance,LST,7314734296.0,9
arc_distance,L3 Misses,2768785856.0,10
arc_distance,L3 DRead + DWrite,292948160.0,10
arc_distance,L3 DMisses,2768785856.0,10
arc_distance,L3 Access,3326410560.0,10
arc_distance,LST,7314658576.0,10
cavity_flow,L3 Misses,1915247936.0,1
cavity_flow,L3 DRead + DWrite,3166344576.0,1
cavity_flow,L3 DMisses,1915247936.0,1
cavity_flow,L3 Access,8304645248.0,1
cavity_flow,LST,11321908248.0,1
cavity_flow,L3 Misses,1907419520.0,2
cavity_flow,L3 DRead + DWrite,3164866624.0,2
cavity_flow,L3 DMisses,1907419520.0,2
cavity_flow,L3 Access,8285815424.0,2
cavity_flow,LST,11308202572.0,2
cavity_flow,L3 Misses,1915450432.0,3
cavity_flow,L3 DRead + DWrite,3157332096.0,3
cavity_flow,L3 DMisses,1915450432.0,3
cavity_flow,L3 Access,8272365440.0,3
cavity_flow,LST,11300958404.0,3
cavity_flow,L3 Misses,1913974464.0,4
cavity_flow,L3 DRead + DWrite,3131611520.0,4
cavity_flow,L3 DMisses,1913974464.0,4
cavity_flow,L3 Access,8293587072.0,4
cavity_flow,LST,11311133576.0,4
cavity_flow,L3 Misses,1922165120.0,5
cavity_flow,L3 DRead + DWrite,3141541888.0,5
cavity_flow,L3 DMisses,1922165120.0,5
cavity_flow,L3 Access,8336862656.0,5
cavity_flow,LST,11317213768.0,5
cavity_flow,L3 Misses,1908513344.0,6
cavity_flow,L3 DRead + DWrite,3142622784.0,6
cavity_flow,L3 DMisses,1908513344.0,6
cavity_flow,L3 Access,8323129408.0,6
cavity_flow,LST,11317747464.0,6
cavity_flow,L3 Misses,1911162240.0,7
cavity_flow,L3 DRead + DWrite,3123765696.0,7
cavity_flow,L3 DMisses,1911162240.0,7
cavity_flow,L3 Access,8364050304.0,7
cavity_flow,LST,11307205812.0,7
cavity_flow,L3 Misses,1915113216.0,8
cavity_flow,L3 DRead + DWrite,3129353408.0,8
cavity_flow,L3 DMisses,1915113216.0,8
cavity_flow,L3 Access,8329309824.0,8
cavity_flow,LST,11308768928.0,8
cavity_flow,L3 Misses,1923168640.0,9
cavity_flow,L3 DRead + DWrite,3150043008.0,9
cavity_flow,L3 DMisses,1923168640.0,9
cavity_flow,L3 Access,8289290944.0,9
cavity_flow,LST,11307132464.0,9
cavity_flow,L3 Misses,1915456064.0,10
cavity_flow,L3 DRead + DWrite,3130452416.0,10
cavity_flow,L3 DMisses,1915456064.0,10
cavity_flow,L3 Access,8299133376.0,10
cavity_flow,LST,11310615024.0,10
compute,L3 Misses,22238592448.0,1
compute,L3 DRead + DWrite,2376027456.0,1
compute,L3 DMisses,22238592448.0,1
compute,L3 Access,26452219456.0,1
compute,LST,15454210784.0,1
compute,L3 Misses,23027281216.0,2
compute,L3 DRead + DWrite,2439806592.0,2
compute,L3 DMisses,23027281216.0,2
compute,L3 Access,26481928512.0,2
compute,LST,15433538700.0,2
compute,L3 Misses,22257465536.0,3
compute,L3 DRead + DWrite,2384631360.0,3
compute,L3 DMisses,22257465536.0,3
compute,L3 Access,26454302080.0,3
compute,LST,15453977440.0,3
compute,L3 Misses,23018070336.0,4
compute,L3 DRead + DWrite,2430620224.0,4
compute,L3 DMisses,23018070336.0,4
compute,L3 Access,26483106560.0,4
compute,LST,15433372328.0,4
compute,L3 Misses,22268742528.0,5
compute,L3 DRead + DWrite,2376145536.0,5
compute,L3 DMisses,22268742528.0,5
compute,L3 Access,26452592256.0,5
compute,LST,15451643836.0,5
compute,L3 Misses,23031981504.0,6
compute,L3 DRead + DWrite,2424505280.0,6
compute,L3 DMisses,23031981504.0,6
compute,L3 Access,26482073600.0,6
compute,LST,15431638932.0,6
compute,L3 Misses,22241601792.0,7
compute,L3 DRead + DWrite,2372912576.0,7
compute,L3 DMisses,22241601792.0,7
compute,L3 Access,26454383680.0,7
compute,LST,15452584784.0,7
compute,L3 Misses,23054210752.0,8
compute,L3 DRead + DWrite,2443588480.0,8
compute,L3 DMisses,23054210752.0,8
compute,L3 Access,26483239424.0,8
compute,LST,15433573068.0,8
compute,L3 Misses,22251882240.0,9
compute,L3 DRead + DWrite,2372133440.0,9
compute,L3 DMisses,22251882240.0,9
compute,L3 Access,26452219584.0,9
compute,LST,15452385596.0,9
compute,L3 Misses,23071904384.0,10
compute,L3 DRead + DWrite,2435766400.0,10
compute,L3 DMisses,23071904384.0,10
compute,L3 Access,26481981760.0,10
compute,LST,15433942500.0,10
conv2d_bias,L3 Misses,974418112.0,1
conv2d_bias,L3 DRead + DWrite,13612055744.0,1
conv2d_bias,L3 DMisses,974418112.0,1
conv2d_bias,L3 Access,23146643584.0,1
conv2d_bias,LST,21344979836.0,1
conv2d_bias,L3 Misses,977644864.0,2
conv2d_bias,L3 DRead + DWrite,13755318208.0,2
conv2d_bias,L3 DMisses,977644864.0,2
conv2d_bias,L3 Access,23424135488.0,2
conv2d_bias,LST,21272875104.0,2
conv2d_bias,L3 Misses,990385792.0,3
conv2d_bias,L3 DRead + DWrite,13657228416.0,3
conv2d_bias,L3 DMisses,990385792.0,3
conv2d_bias,L3 Access,42966842368.0,3
conv2d_bias,LST,21554313120.0,3
conv2d_bias,L3 Misses,995196288.0,4
conv2d_bias,L3 DRead + DWrite,13118699328.0,4
conv2d_bias,L3 DMisses,995196288.0,4
conv2d_bias,L3 Access,43207136832.0,4
conv2d_bias,LST,21073082868.0,4
conv2d_bias,L3 Misses,976016000.0,5
conv2d_bias,L3 DRead + DWrite,13469969088.0,5
conv2d_bias,L3 DMisses,976016000.0,5
conv2d_bias,L3 Access,32334123328.0,5
conv2d_bias,LST,21519677988.0,5
conv2d_bias,L3 Misses,978186048.0,6
conv2d_bias,L3 DRead + DWrite,13603742400.0,6
conv2d_bias,L3 DMisses,978186048.0,6
conv2d_bias,L3 Access,29385020160.0,6
conv2d_bias,LST,23034202096.0,6
conv2d_bias,L3 Misses,982175872.0,7
conv2d_bias,L3 DRead + DWrite,13436255552.0,7
conv2d_bias,L3 DMisses,982175872.0,7
conv2d_bias,L3 Access,28224947584.0,7
conv2d_bias,LST,21756287592.0,7
conv2d_bias,L3 Misses,981837824.0,8
conv2d_bias,L3 DRead + DWrite,13760481728.0,8
conv2d_bias,L3 DMisses,981837824.0,8
conv2d_bias,L3 Access,28604191744.0,8
conv2d_bias,LST,21605799112.0,8
conv2d_bias,L3 Misses,977700224.0,9
conv2d_bias,L3 DRead + DWrite,13730600000.0,9
conv2d_bias,L3 DMisses,977700224.0,9
conv2d_bias,L3 Access,26119038528.0,9
conv2d_bias,LST,22179073292.0,9
conv2d_bias,L3 Misses,978725120.0,10
conv2d_bias,L3 DRead + DWrite,13108340608.0,10
conv2d_bias,L3 DMisses,978725120.0,10
conv2d_bias,L3 Access,41324578624.0,10
conv2d_bias,LST,21612583144.0,10
crc16,L3 Misses,11392.0,1
crc16,L3 DRead + DWrite,31488.0,1
crc16,L3 DMisses,11392.0,1
crc16,L3 Access,213376.0,1
crc16,LST,10579348.0,1
crc16,L3 Misses,12352.0,2
crc16,L3 DRead + DWrite,28288.0,2
crc16,L3 DMisses,12352.0,2
crc16,L3 Access,204736.0,2
crc16,LST,10197348.0,2
crc16,L3 Misses,12736.0,3
crc16,L3 DRead + DWrite,28288.0,3
crc16,L3 DMisses,12736.0,3
crc16,L3 Access,207680.0,3
crc16,LST,10386532.0,3
crc16,L3 Misses,13376.0,4
crc16,L3 DRead + DWrite,31744.0,4
crc16,L3 DMisses,13376.0,4
crc16,L3 Access,209472.0,4
crc16,LST,10079224.0,4
crc16,L3 Misses,12352.0,5
crc16,L3 DRead + DWrite,33408.0,5
crc16,L3 DMisses,12352.0,5
crc16,L3 Access,212480.0,5
crc16,LST,10216232.0,5
crc16,L3 Misses,13248.0,6
crc16,L3 DRead + DWrite,31808.0,6
crc16,L3 DMisses,13248.0,6
crc16,L3 Access,214016.0,6
crc16,LST,10119808.0,6
crc16,L3 Misses,13184.0,7
crc16,L3 DRead + DWrite,29120.0,7
crc16,L3 DMisses,13184.0,7
crc16,L3 Access,210752.0,7
crc16,LST,10588268.0,7
crc16,L3 Misses,9216.0,8
crc16,L3 DRead + DWrite,29568.0,8
crc16,L3 DMisses,9216.0,8
crc16,L3 Access,213248.0,8
crc16,LST,10115116.0,8
crc16,L3 Misses,11072.0,9
crc16,L3 DRead + DWrite,27328.0,9
crc16,L3 DMisses,11072.0,9
crc16,L3 Access,211456.0,9
crc16,LST,10095084.0,9
crc16,L3 Misses,12224.0,10
crc16,L3 DRead + DWrite,29568.0,10
crc16,L3 DMisses,12224.0,10
crc16,L3 Access,211712.0,10
crc16,LST,10096252.0,10
deriche,L3 Misses,8293595072.0,1
deriche,L3 DRead + DWrite,13309137216.0,1
deriche,L3 DMisses,8293595072.0,1
deriche,L3 Access,25853290688.0,1
deriche,LST,12213894744.0,1
deriche,L3 Misses,8313843392.0,2
deriche,L3 DRead + DWrite,13287362240.0,2
deriche,L3 DMisses,8313843392.0,2
deriche,L3 Access,26104406976.0,2
deriche,LST,12198697928.0,2
deriche,L3 Misses,8312489216.0,3
deriche,L3 DRead + DWrite,13285796992.0,3
deriche,L3 DMisses,8312489216.0,3
deriche,L3 Access,26176522048.0,3
deriche,LST,12189720564.0,3
deriche,L3 Misses,8372971328.0,4
deriche,L3 DRead + DWrite,13287316864.0,4
deriche,L3 DMisses,8372971328.0,4
deriche,L3 Access,26070489344.0,4
deriche,LST,12192545296.0,4
deriche,L3 Misses,8317228288.0,5
deriche,L3 DRead + DWrite,13315302656.0,5
deriche,L3 DMisses,8317228288.0,5
deriche,L3 Access,26125592128.0,5
deriche,LST,12190687904.0,5
deriche,L3 Misses,8364267904.0,6
deriche,L3 DRead + DWrite,13320087680.0,6
deriche,L3 DMisses,8364267904.0,6
deriche,L3 Access,26057576320.0,6
deriche,LST,12223685028.0,6
deriche,L3 Misses,8356168000.0,7
deriche,L3 DRead + DWrite,13287207680.0,7
deriche,L3 DMisses,8356168000.0,7
deriche,L3 Access,25964844096.0,7
deriche,LST,12194952720.0,7
deriche,L3 Misses,8330610944.0,8
deriche,L3 DRead + DWrite,13295225536.0,8
deriche,L3 DMisses,8330610944.0,8
deriche,L3 Access,26235489984.0,8
deriche,LST,12191333140.0,8
deriche,L3 Misses,8300578112.0,9
deriche,L3 DRead + DWrite,13309921152.0,9
deriche,L3 DMisses,8300578112.0,9
deriche,L3 Access,26043980416.0,9
deriche,LST,12190915032.0,9
deriche,L3 Misses,8274201088.0,10
deriche,L3 DRead + DWrite,13312792512.0,10
deriche,L3 DMisses,8274201088.0,10
deriche,L3 Access,26183218432.0,10
deriche,LST,12200156860.0,10
fdtd_2d,L3 Misses,222827456.0,1
fdtd_2d,L3 DRead + DWrite,423288448.0,1
fdtd_2d,L3 DMisses,222827456.0,1
fdtd_2d,L3 Access,9722007936.0,1
fdtd_2d,LST,13013051480.0,1
fdtd_2d,L3 Misses,243348800.0,2
fdtd_2d,L3 DRead + DWrite,429520832.0,2
fdtd_2d,L3 DMisses,243348800.0,2
fdtd_2d,L3 Access,9668458176.0,2
fdtd_2d,LST,13013769532.0,2
fdtd_2d,L3 Misses,301907520.0,3
fdtd_2d,L3 DRead + DWrite,447008640.0,3
fdtd_2d,L3 DMisses,301907520.0,3
fdtd_2d,L3 Access,9773645696.0,3
fdtd_2d,LST,13015690808.0,3
fdtd_2d,L3 Misses,220628288.0,4
fdtd_2d,L3 DRead + DWrite,432553920.0,4
fdtd_2d,L3 DMisses,220628288.0,4
fdtd_2d,L3 Access,9674323072.0,4
fdtd_2d,LST,13012848872.0,4
fdtd_2d,L3 Misses,221809408.0,5
fdtd_2d,L3 DRead + DWrite,411003328.0,5
fdtd_2d,L3 DMisses,221809408.0,5
fdtd_2d,L3 Access,9643330944.0,5
fdtd_2d,LST,13008855028.0,5
fdtd_2d,L3 Misses,228407168.0,6
fdtd_2d,L3 DRead + DWrite,411771648.0,6
fdtd_2d,L3 DMisses,228407168.0,6
fdtd_2d,L3 Access,9699668992.0,6
fdtd_2d,LST,13011278664.0,6
fdtd_2d,L3 Misses,339692800.0,7
fdtd_2d,L3 DRead + DWrite,431367232.0,7
fdtd_2d,L3 DMisses,339692800.0,7
fdtd_2d,L3 Access,9840584064.0,7
fdtd_2d,LST,13017192596.0,7
fdtd_2d,L3 Misses,254376640.0,8
fdtd_2d,L3 DRead + DWrite,419917696.0,8
fdtd_2d,L3 DMisses,254376640.0,8
fdtd_2d,L3 Access,9813200960.0,8
fdtd_2d,LST,13009752092.0,8
fdtd_2d,L3 Misses,252838784.0,9
fdtd_2d,L3 DRead + DWrite,419698304.0,9
fdtd_2d,L3 DMisses,252838784.0,9
fdtd_2d,L3 Access,9714032448.0,9
fdtd_2d,LST,13014883688.0,9
fdtd_2d,L3 Misses,315416448.0,10
fdtd_2d,L3 DRead + DWrite,421239232.0,10
fdtd_2d,L3 DMisses,315416448.0,10
fdtd_2d,L3 Access,9679792320.0,10
fdtd_2d,LST,13015506964.0,10
floyd_warshall,L3 Misses,3706461120.0,1
floyd_warshall,L3 DRead + DWrite,3724531904.0,1
floyd_warshall,L3 DMisses,3706461120.0,1
floyd_warshall,L3 Access,8006719424.0,1
floyd_warshall,LST,17025686932.0,1
floyd_warshall,L3 Misses,3711826176.0,2
floyd_warshall,L3 DRead + DWrite,3772580032.0,2
floyd_warshall,L3 DMisses,3711826176.0,2
floyd_warshall,L3 Access,7997892608.0,2
floyd_warshall,LST,17028478888.0,2
floyd_warshall,L3 Misses,3703520640.0,3
floyd_warshall,L3 DRead + DWrite,3731334080.0,3
floyd_warshall,L3 DMisses,3703520640.0,3
floyd_warshall,L3 Access,8010690944.0,3
floyd_warshall,LST,17042143644.0,3
floyd_warshall,L3 Misses,3708115136.0,4
floyd_warshall,L3 DRead + DWrite,3750371072.0,4
floyd_warshall,L3 DMisses,3708115136.0,4
floyd_warshall,L3 Access,8010317120.0,4
floyd_warshall,LST,17142081240.0,4
floyd_warshall,L3 Misses,3709226752.0,5
floyd_warshall,L3 DRead + DWrite,3801703232.0,5
floyd_warshall,L3 DMisses,3709226752.0,5
floyd_warshall,L3 Access,7990899648.0,5
floyd_warshall,LST,17040651020.0,5
floyd_warshall,L3 Misses,3705197440.0,6
floyd_warshall,L3 DRead + DWrite,3804743680.0,6
floyd_warshall,L3 DMisses,3705197440.0,6
floyd_warshall,L3 Access,7996542464.0,6
floyd_warshall,LST,17033029624.0,6
floyd_warshall,L3 Misses,3710235904.0,7
floyd_warshall,L3 DRead + DWrite,3755595840.0,7
floyd_warshall,L3 DMisses,3710235904.0,7
floyd_warshall,L3 Access,8019552704.0,7
floyd_warshall,LST,17023072368.0,7
floyd_warshall,L3 Misses,3703248256.0,8
floyd_warshall,L3 DRead + DWrite,3749026752.0,8
floyd_warshall,L3 DMisses,3703248256.0,8
floyd_warshall,L3 Access,7993972096.0,8
floyd_warshall,LST,17033134048.0,8
floyd_warshall,L3 Misses,3711941888.0,9
floyd_warshall,L3 DRead + DWrite,3766474752.0,9
floyd_warshall,L3 DMisses,3711941888.0,9
floyd_warshall,L3 Access,7993535168.0,9
floyd_warshall,LST,17039431684.0,9
floyd_warshall,L3 Misses,3705468032.0,10
floyd_warshall,L3 DRead + DWrite,3747053632.0,10
floyd_warshall,L3 DMisses,3705468032.0,10
floyd_warshall,L3 Access,7985888896.0,10
floyd_warshall,LST,17047653368.0,10
go_fast,L3 Misses,5242339840.0,1
go_fast,L3 DRead + DWrite,678414144.0,1
go_fast,L3 DMisses,5242339840.0,1
go_fast,L3 Access,6355438208.0,1
go_fast,LST,3229098680.0,1
go_fast,L3 Misses,6401181504.0,2
go_fast,L3 DRead + DWrite,768591808.0,2
go_fast,L3 DMisses,6401181504.0,2
go_fast,L3 Access,6403614464.0,2
go_fast,LST,3232002232.0,2
go_fast,L3 Misses,5226741568.0,3
go_fast,L3 DRead + DWrite,670477888.0,3
go_fast,L3 DMisses,5226741568.0,3
go_fast,L3 Access,6356723136.0,3
go_fast,LST,3229771132.0,3
go_fast,L3 Misses,6400869312.0,4
go_fast,L3 DRead + DWrite,765982656.0,4
go_fast,L3 DMisses,6400869312.0,4
go_fast,L3 Access,6403706304.0,4
go_fast,LST,3231713140.0,4
go_fast,L3 Misses,5234014208.0,5
go_fast,L3 DRead + DWrite,674911360.0,5
go_fast,L3 DMisses,5234014208.0,5
go_fast,L3 Access,6355486400.0,5
go_fast,LST,3227096536.0,5
go_fast,L3 Misses,6400520448.0,6
go_fast,L3 DRead + DWrite,767666560.0,6
go_fast,L3 DMisses,6400520448.0,6
go_fast,L3 Access,6403781632.0,6
go_fast,LST,3231745736.0,6
go_fast,L3 Misses,5255449472.0,7
go_fast,L3 DRead + DWrite,672735296.0,7
go_fast,L3 DMisses,5255449472.0,7
go_fast,L3 Access,6356865344.0,7
go_fast,LST,3227320632.0,7
go_fast,L3 Misses,6400775232.0,8
go_fast,L3 DRead + DWrite,771131200.0,8
go_fast,L3 DMisses,6400775232.0,8
go_fast,L3 Access,6403587456.0,8
go_fast,LST,3231124836.0,8
go_fast,L3 Misses,5243002560.0,9
go_fast,L3 DRead + DWrite,678284416.0,9
go_fast,L3 DMisses,5243002560.0,9
go_fast,L3 Access,6355376768.0,9
go_fast,LST,3227675068.0,9
go_fast,L3 Misses,6401133248.0,10
go_fast,L3 DRead + DWrite,766317184.0,10
go_fast,L3 DMisses,6401133248.0,10
go_fast,L3 Access,6404096320.0,10
go_fast,LST,3231425180.0,10
hdiff,L3 Misses,8435849024.0,1
hdiff,L3 DRead + DWrite,1038862528.0,1
hdiff,L3 DMisses,8435849024.0,1
hdiff,L3 Access,9852341056.0,1
hdiff,LST,5375573240.0,1
hdiff,L3 Misses,8438609216.0,2
hdiff,L3 DRead + DWrite,1053783488.0,2
hdiff,L3 DMisses,8438609216.0,2
hdiff,L3 Access,9852177472.0,2
hdiff,LST,5374602704.0,2
hdiff,L3 Misses,8435579648.0,3
hdiff,L3 DRead + DWrite,1067667456.0,3
hdiff,L3 DMisses,8435579648.0,3
hdiff,L3 Access,9855271872.0,3
hdiff,LST,5375301620.0,3
hdiff,L3 Misses,8429923456.0,4
hdiff,L3 DRead + DWrite,1093259136.0,4
hdiff,L3 DMisses,8429923456.0,4
hdiff,L3 Access,9853734272.0,4
hdiff,LST,5374181304.0,4
hdiff,L3 Misses,8423395712.0,5
hdiff,L3 DRead + DWrite,1039209984.0,5
hdiff,L3 DMisses,8423395712.0,5
hdiff,L3 Access,9852907968.0,5
hdiff,LST,5374638416.0,5
hdiff,L3 Misses,8426958656.0,6
hdiff,L3 DRead + DWrite,1053374656.0,6
hdiff,L3 DMisses,8426958656.0,6
hdiff,L3 Access,9852580416.0,6
hdiff,LST,5375371980.0,6
hdiff,L3 Misses,8427242496.0,7
hdiff,L3 DRead + DWrite,1076718976.0,7
hdiff,L3 DMisses,8427242496.0,7
hdiff,L3 Access,9854815808.0,7
hdiff,LST,5375891640.0,7
hdiff,L3 Misses,8421446656.0,8
hdiff,L3 DRead + DWrite,1087615552.0,8
hdiff,L3 DMisses,8421446656.0,8
hdiff,L3 Access,9853585472.0,8
hdiff,LST,5376175060.0,8
hdiff,L3 Misses,8430999872.0,9
hdiff,L3 DRead + DWrite,1049934592.0,9
hdiff,L3 DMisses,8430999872.0,9
hdiff,L3 Access,9852031296.0,9
hdiff,LST,5375731268.0,9
hdiff,L3 Misses,8419151808.0,10
hdiff,L3 DRead + DWrite,1059115072.0,10
hdiff,L3 DMisses,8419151808.0,10
hdiff,L3 Access,9853190976.0,10
hdiff,LST,5377157856.0,10
heat_3d,L3 Misses,3095328000.0,1
heat_3d,L3 DRead + DWrite,1048415744.0,1
heat_3d,L3 DMisses,3095328000.0,1
heat_3d,L3 Access,10298192320.0,1
heat_3d,LST,10425363304.0,1
heat_3d,L3 Misses,3173665344.0,2
heat_3d,L3 DRead + DWrite,1007879680.0,2
heat_3d,L3 DMisses,3173665344.0,2
heat_3d,L3 Access,10328939136.0,2
heat_3d,LST,10420976868.0,2
heat_3d,L3 Misses,3098896640.0,3
heat_3d,L3 DRead + DWrite,1008185344.0,3
heat_3d,L3 DMisses,3098896640.0,3
heat_3d,L3 Access,10325451008.0,3
heat_3d,LST,10423768556.0,3
heat_3d,L3 Misses,3125490880.0,4
heat_3d,L3 DRead + DWrite,1054193984.0,4
heat_3d,L3 DMisses,3125490880.0,4
heat_3d,L3 Access,10307527040.0,4
heat_3d,LST,10421792296.0,4
heat_3d,L3 Misses,3116073792.0,5
heat_3d,L3 DRead + DWrite,1027946624.0,5
heat_3d,L3 DMisses,3116073792.0,5
heat_3d,L3 Access,10332863360.0,5
heat_3d,LST,10418493508.0,5
heat_3d,L3 Misses,3044271232.0,6
heat_3d,L3 DRead + DWrite,999483584.0,6
heat_3d,L3 DMisses,3044271232.0,6
heat_3d,L3 Access,10322478144.0,6
heat_3d,LST,10419228436.0,6
heat_3d,L3 Misses,3064745024.0,7
heat_3d,L3 DRead + DWrite,1011302272.0,7
heat_3d,L3 DMisses,3064745024.0,7
heat_3d,L3 Access,10336278592.0,7
heat_3d,LST,10413572096.0,7
heat_3d,L3 Misses,3061778752.0,8
heat_3d,L3 DRead + DWrite,1020201856.0,8
heat_3d,L3 DMisses,3061778752.0,8
heat_3d,L3 Access,10316498368.0,8
heat_3d,LST,10414648416.0,8
heat_3d,L3 Misses,3111472192.0,9
heat_3d,L3 DRead + DWrite,1035127488.0,9
heat_3d,L3 DMisses,3111472192.0,9
heat_3d,L3 Access,10314120960.0,9
heat_3d,LST,10417099260.0,9
heat_3d,L3 Misses,3144852288.0,10
heat_3d,L3 DRead + DWrite,1026422784.0,10
heat_3d,L3 DMisses,3144852288.0,10
heat_3d,L3 Access,10328816832.0,10
heat_3d,LST,10419524540.0,10
jacobi_1d,L3 Misses,8383922048.0,1
jacobi_1d,L3 DRead + DWrite,10122826752.0,1
jacobi_1d,L3 DMisses,8383922048.0,1
jacobi_1d,L3 Access,22875178624.0,1
jacobi_1d,LST,24473541804.0,1
jacobi_1d,L3 Misses,8356647296.0,2
jacobi_1d,L3 DRead + DWrite,10111594112.0,2
jacobi_1d,L3 DMisses,8356647296.0,2
jacobi_1d,L3 Access,22942634816.0,2
jacobi_1d,LST,24433688064.0,2
jacobi_1d,L3 Misses,8417482112.0,3
jacobi_1d,L3 DRead + DWrite,10184146176.0,3
jacobi_1d,L3 DMisses,8417482112.0,3
jacobi_1d,L3 Access,23088262016.0,3
jacobi_1d,LST,24422702048.0,3
jacobi_1d,L3 Misses,8368415168.0,4
jacobi_1d,L3 DRead + DWrite,10180153536.0,4
jacobi_1d,L3 DMisses,8368415168.0,4
jacobi_1d,L3 Access,22961372096.0,4
jacobi_1d,LST,24423665652.0,4
jacobi_1d,L3 Misses,8409970752.0,5
jacobi_1d,L3 DRead + DWrite,10201396480.0,5
jacobi_1d,L3 DMisses,8409970752.0,5
jacobi_1d,L3 Access,22994627328.0,5
jacobi_1d,LST,24440550728.0,5
jacobi_1d,L3 Misses,8404397760.0,6
jacobi_1d,L3 DRead + DWrite,10141606528.0,6
jacobi_1d,L3 DMisses,8404397760.0,6
jacobi_1d,L3 Access,23058581696.0,6
jacobi_1d,LST,24450919852.0,6
jacobi_1d,L3 Misses,8395296704.0,7
jacobi_1d,L3 DRead + DWrite,10127301376.0,7
jacobi_1d,L3 DMisses,8395296704.0,7
jacobi_1d,L3 Access,22807323200.0,7
jacobi_1d,LST,24423775820.0,7
jacobi_1d,L3 Misses,8374800320.0,8
jacobi_1d,L3 DRead + DWrite,10088873728.0,8
jacobi_1d,L3 DMisses,8374800320.0,8
jacobi_1d,L3 Access,22966032640.0,8
jacobi_1d,LST,24427006904.0,8
jacobi_1d,L3 Misses,8488060736.0,9
jacobi_1d,L3 DRead + DWrite,10190143872.0,9
jacobi_1d,L3 DMisses,8488060736.0,9
